label,prepro
0.0,look gross start not warm taste bad look get quarter pounder cheese half half sandwich good thing fry
0.0,curbside unavailable hour mcdonald app freeze order screen frequently particular locationi great service att new phone not think end multiple issue old order try reprocess old orderss lead wrong food ready window staff interested prove come app prepare chicken nugget people adequate offer new order leave food
0.0,awful service ignore minute ask wait ignore busy talk
0.0,terribleagain location not thing right serve decent sandwich picture suppose double quarter pounder w cheese dry overdone break patty cheese barely burger attempt callphone ring ring go fax noise
0.0,dirty window long wait person order get sick shortly eat bad mcdonald
0.0,food cold ask cup come meal will not go
1.0,clean place pleasant notice meat quality well
0.0,order shorted time row give issue prior time proof meal order sad state affair
0.0,horrible customer service come breakfast employee angryrude hate job annoy moment ask order regret come forget hash brown upset angry tell forget deny food cold horrible experience
1.0,clean polite people mix pie order refund
1.0,fast order right ask
0.0,good like year ago bad past work mobile app order lose order plus app say food
0.0,sorry rate year ago rate change fry thin good get spicy chicken sandwich spicy patty come lettuce tomato crispy chicken patty spicy sauce pickle lettuce tomato oh order deluxe get cheap food price pleased disappointed
0.0,glad hear mcdonald lower coffee frappe price have special sale repeat simple step ice coffee order time drive worker distraught give st wrong employee finish order run car question worker cost size drink say med size turn small get week ago girl run order act professionally provide great customer service sadly iced coffee price low drink small charge fair price new regular
0.0,breakfast ill home order sausage mcmuffin egg hash brown small coffee request creamer sugar cream sugar mix guess not pay attention hear headset
0.0,place zero nasty employee type customer service need revamp managerial team
1.0,grab late night occasion fry hot fresh maybe lucky little warm inside
1.0,manager go way rush apple pie kid exception service
0.0,drive experience bad get order wrong give order address wait minute say eah
0.0,normally food goodthis morning funeral early get order pancakes cold egg mcmuffin sausage inside sausage cheese cold cold light get black sugar get window tell wait minute food tell person serve maintenance man enjoy
1.0,issue miss item previous order go store manager lucas take care polite provide good customer service issue ask lucas good manager thank
0.0,food barely warm cheese cold hard throw bag food counter dysfunctional restaurant
0.0,bad mcdonald staff rude disintereste play get drink walk outside customer wait forever food booth dirty chicken nugget exceptionally inedible like drop oil twice reheat star write review ve get zero
0.0,not sandwich way way miss big mess
0.0,order total wrongpancake cold bacon raw cold coffee black egg mcmuffin wrong cold person drivethru rude need curse tell forward food not wait minute pancakes egg mcmuffin sausage mcmuffin coffee nasty orange juice warm get food bring maintenance man
0.0,not trust location charge card buy item drivethru manager rude short try disputed see charge help addition quality food sub par visit usually lukewarm fry obviously sit long time fast food location close
0.0,mcdonald suck moment walk say lady counter bad attitude rush order get forget hash brown coffee tell miss item lady insist look bag lady shout
0.0,order crispy chicken sandwich small fry coke normally look bag time reach fry home find piece nugget bbq sauce double cheese burger far eat nugget half burger check food people disappointed dog thrill
0.0,wait bit double cheeseburger not waste time let child know not count single drive away d
0.0,order bit food get order order ask time check say come home find forget main item napkin forgot straw drink oh yeah lid drink properly upset entire
0.0,update place go downhill fast new mgr leave people not care food badly original review new manager run nice shop different employee actually want work help customer definitely improve
0.0,price breakfast ridiculous hash brown sausage egg cheese mcmuffin small orange
1.0,not eat mcdonald year get breakfast sandwich thank switch egg crispy bacon listen want m impressed
0.0,utterly disgusting fix septic need health department wait drive smell like raw sewage nasty
0.0,go rare self indulgent treat thoroughly disappoint mobil app pay go window offer reasonable explanation take minute serve car order incorrect coke taste way sandwich look like throw box room
1.0,honestly believe go mcdonald brodheadsville star deserve prove new manager wish know take location zero star get rating star know easy pick dinner week week row food great s lot consider mcdonald food pick hot food correctly tell new manager set standard extremely high location employee respond extremely deserve big hand care staff customer thank care great job
0.0,price high mcdonald area wind gap soda taste good employee pleasant rude
0.0,slow place folk t care
1.0,great place eat friendly staff
1.0,recent time great fry hot n crispy give star instead m think time fry cold right gate
1.0,able dinner minute moment enter drivethru line line moment pull away window food order accurate warm neat tasty staff pleasant deal calm despite massive dinner rush
1.0,food hot prepared properly delicious employee helpful kind place clean
0.0,shake machine order thr big breakfast meal apparently not come pancake bad service world
1.0,mcdonald wind gap manager care customer place good product customer staff friendly helpful sure burger want stack properly eat big mess hand let forget hot fry hear tell employee sure people hot fry s good mcdonald
0.0,wait minute kid meal
0.0,food alright not hot husband bagel stale wasok guess place trash clean table garbage one place time eat people go drive manager onno think clean not blame busy cashier new bit rude order meal ring separate leave hash brown manager pay hash brown forget way expensive cause ring begin withthen cashier keep tell manager say want meal repeatedly tell want meal keep say sure meal completely unprofessional leave feel disgust experience
0.0,go drivethrough order double mac meal receive single mac meal food cold drive away tell meal wrong manager tell visit receive complimentary order give right order give money give mcdonald benefit benefit doubt st bad experience mcdonald visit mcdonald
0.0,mcdonald bad opinion tonight forget sauce fry stale usual call corporate time nice mcdonald need overhaul busine time feel rip
0.0,morning order pay food wait minute line meal rush appointment decide hold needless manager ashleigh answer phone rude hang ask car pull meal leave get window disrespect curse yell form respect especially customer entire staff fool get work unprofessional needless feel disrespected disgusted treat disgusting way team today little brother jordan message family member complain family member didn know wernprofessional don think return gladly money business t
